Date,Open,Low,Close,Adj Close,Volume,High,,,,,,,,,,,,,,,,,
41556,69.234283,68.325714,69.512856,64.072227,75431300,69.684288,,,,157,62.0240262,0.100260803,,,,,,,,,,,
41557,70.188568,69.577141,69.94857,64.473839,69650700,70.339996,,,,158,61.69528644,0.301856561,,,,,,,,,,,
41558,69.57,69.308571,70.401428,64.891243,66934700,70.548569,,,,159,61.35184384,0.04101316,,,,,,,,,,,
41561,69.975716,69.907143,70.862854,65.316566,65474500,71.082855,,,,160,60.8674157,0.126870304,,,,,,,,,,,
41562,71.072861,70.788574,71.239998,65.664185,80018400,71.714287,,,,161,63.75115011,-0.238294106,,,,,,,,,,,
41563,71.541428,71.318573,71.587143,65.984161,62775300,71.790001,,,,162,63.14767107,-0.090527071,,,,,,,,,,,
41564,71.425713,71.382858,72.071426,66.430534,63398300,72.111427,,,,163,62.92901716,0.076696842,,,,,,,,,,,
41565,72.284286,72.244286,72.69857,67.008606,72635500,72.751427,,,,164,63.90911156,0.375174441,,,,,,,,,,,
41568,73.110001,73.074287,74.480003,68.650589,99526700,74.900002,,,,165,64.96103129,0.346112714,,,,,,,,,,,
41569,75.201431,72.575714,74.267143,68.454407,133515900,75.492859,,,,166,65.35855021,-0.024268207,,,,,,,,,,,
41570,74.14286,74.14286,74.994286,69.124641,78430800,75.095711,,,,167,65.48602283,-0.228881829,,,,,,,,,,,
41571,75,74.635712,75.987144,70.039803,96191200,76.067146,,,,168,66.22171947,-0.100290468,,,,,,,,,,,
41572,75.902855,75.015717,75.137146,69.25631,84448000,76.175713,,,,169,67.33501893,-0.096447926,,,,,,,,,,,
41575,75.577141,74.744286,75.697144,69.772476,137610200,75.85714,,,,170,67.24281557,0.170041431,,,,,,,,,,,
41576,76.610001,73.505714,73.811432,68.034363,158951800,77.035713,,,,171,66.79155083,-0.077263835,,,,,,,,,,,
41577,74.230003,73.860001,74.985718,69.116737,88540900,75.360001,,,,172,66.47192973,-0.171926733,,,,,,,,,,,
41578,75,74.46714,74.671425,68.827049,68924100,75.355713,,,,173,65.55633235,0.223666645,,,,,,,,,,,
41579,74.860001,73.691429,74.290001,68.475479,68722500,74.971428,,,,174,66.69440536,0.255591639,,,,,,,,,,,
41582,74.442856,74.115715,75.25,69.360321,61156900,75.260002,,,,175,70.44456696,0.22115104,,,,,,,,,,,
41583,74.940002,74.714287,75.064285,69.189163,66303300,75.555717,,,,176,72.39998655,-0.364273551,,,,,,,,,,,
41584,74.878571,74.028572,74.417145,68.993141,55843900,74.980003,,,,177,72.02545836,-0.25402736,,,,,,,,,,,
41585,74.225716,73.197144,73.21286,67.87661,65655100,74.741432,,,,178,72.14295738,-0.294385376,,,,,,,,,,,
41586,73.511429,73.227142,74.365715,68.945465,69829200,74.447144,,,,179,73.04512045,0.346305547,,,,,,,,,,,
41589,74.284286,73.487144,74.150002,68.745468,56863100,74.524284,,,,180,72.80286025,0.135707747,,,,,,,,,,,
41590,73.952858,73.85714,74.28714,68.872612,51069200,74.845711,,,,181,72.31385589,0.13614111,,,,,,,,,,,
41591,74,73.851425,74.375717,68.954712,49305200,74.60714,,,,182,72.51705209,-0.289910095,,,,,,,,,,,
41592,74.687141,74.552856,75.451431,69.952042,70604800,75.611427,,,,183,72.07450896,-0.167365957,,,,,,,,,,,
41593,75.225716,74.927139,74.998573,69.532204,79480100,75.584282,,,,184,72.1439198,0.741792203,,,,,,,,,,,
41596,74.998573,74.028572,74.089996,68.689835,61236000,75.312859,,,,185,71.28109646,0.506043543,,,,,,,,,,,
41597,74.147141,73.995712,74.221428,68.811676,52234700,74.76857,,,,186,70.24450479,0.584070211,,,,,,,,,,,
41598,74.175713,73.475716,73.571426,68.209053,48479200,74.345711,,,,187,70.49444926,0.434124742,,,,,,,,,,,
41599,73.942856,73.381432,74.44857,69.022263,65506700,74.458572,,,,188,70.35368548,0.06773952,,,,,,,,,,,
41600,74.21714,74.075714,74.257141,68.844795,55931400,74.594284,,,,189,70.64276675,0.871515252,,,,,,,,,,,
41603,74.431427,74.428574,74.82,69.366623,57327900,75.124283,,,,190,71.83957007,-0.090997072,,,,,,,,,,,
41604,74.874283,74.85714,76.199997,70.646042,100345700,76.591431,,,,191,71.52883633,-0.003125332,,,,,,,,,,,
41605,76.615715,76.199997,77.994286,72.309563,90862100,78,,,,192,72.02577062,-0.685774623,,,,,,,,,,,
41607,78.497147,78.258568,79.438568,73.648575,79531900,79.761429,,,,193,72.73967326,-0.179675261,,,,,,,,,,,
41610,79.714287,78.688568,78.747147,73.007538,118136200,80.618568,,,,194,72.97899182,-0.486132824,,,,,,,,,,,
41611,79.757141,79.668571,80.902855,75.006126,112742000,80.91143,,,,195,68.08358924,-0.413591244,,,,,,,,,,,
41612,80.785713,80.117142,80.714287,74.831306,94452400,81.312859,,,,196,67.93172287,-0.017438871,,,,,,,,,,,
41613,81.807144,80.915718,81.128571,75.215393,111895000,82.162857,,,,197,67.13271135,0.271577653,,,,,,,,,,,
41614,80.827141,79.938568,80.002853,74.171722,86088100,80.964287,,,,198,66.10087174,-0.156588742,,,,,,,,,,,
41617,80.128571,80.128571,80.918571,75.020699,80123400,81.368568,,,,199,65.18971231,0.483146686,,,,,,,,,,,
41618,80.511429,80.171425,80.792854,74.904144,69567400,81.125717,,,,200,66.97881983,-0.357390834,,,,,,,,,,,
41619,81,79.955711,80.194283,74.349205,89929700,81.567146,,,,201,67.94223553,0.033480467,,,,,,,,,,,
41620,80.305717,80.004288,80.077141,74.240593,65572500,80.762856,,,,202,68.72498044,-0.360692436,,,,,,,,,,,
41621,80.407143,79.095711,79.204285,73.431366,83205500,80.41143,,,,203,72.02052643,-1.033382435,,,,,,,,,,,
41624,79.288574,79.28714,79.64286,73.837967,70648200,80.377144,,,,204,70.9032371,-0.121812104,,,,,,,,,,,
41625,79.401428,79.054283,79.284286,73.505524,57475600,79.919998,,,,205,69.85998006,0.088589941,,,,,,,,,,,
41626,78.528572,76.971428,78.681427,72.946625,141465800,78.778572,,,,206,69.79677334,-0.002484345,,,,,,,,,,,
41627,78.5,77.675713,77.779999,72.110886,80077200,78.571426,,,,207,69.3856629,-0.147091897,,,,,,,,,,,
41628,77.918571,77.831429,78.431427,72.714844,109103400,78.80143,,,,208,68.53789514,0.270675861,,,,,,,,,,,
41631,81.14286,80.394287,81.441429,75.505447,125326600,81.531425,,,,209,69.72400493,0.153139067,,,,,,,,,,,
41632,81.412857,80.861427,81.095711,75.184914,41888700,81.697144,,,,210,70.18949632,0.067644679,,,,,,,,,,,
41634,81.157143,80.482857,80.557144,74.685608,51002000,81.35714,,,,211,70.22105225,0.11466375,,,,,,,,,,,
41635,80.545715,79.928574,80.012856,74.181,56471100,80.629997,,,,212,69.5784105,-0.349841504,,,,,,,,,,,
41638,79.637146,78.902855,79.21714,73.443275,63407400,80.012856,,,,213,70.05213037,0.326440626,,,,,,,,,,,
41639,79.167145,79.14286,80.145714,74.304169,55771100,80.182854,,,,214,69.88578063,0.205650373,,,,,,,,,,,
41641,79.382858,78.860001,79.01857,73.259171,58671200,79.575714,,,,215,70.09402831,-0.409740313,,,,,,,,,,,
41642,78.980003,77.204285,77.28286,71.649979,98116900,79.099998,,,,216,70.55298653,-0.212990529,,,,,,,,,,,
41645,76.778572,76.228569,77.704285,72.040665,103152700,78.114288,,,,217,70.54971316,-0.001144163,,,,,,,,,,,
41646,77.760002,76.845711,77.148575,71.525482,79302300,77.994286,,,,218,70.92508513,0.157769869,,,,,,,,,,,
41647,76.972855,76.955711,77.637146,71.978439,64632400,77.937141,,,,219,71.6846107,0.029676297,,,,,,,,,,,
41648,78.114288,76.478569,76.645714,71.05928,69787200,78.122856,,,,220,71.94839459,-0.158393586,,,,,,,,,,,
41649,77.118568,75.872856,76.134285,70.585136,76244000,77.257141,,,,221,72.19783403,-0.086407033,,,,,,,,,,,
41652,75.701431,75.697144,76.53286,70.954643,94623200,77.5,,,,222,72.95468164,-0.203254643,,,,,,,,,,,
41653,76.888573,76.808571,78.055717,72.366508,83140400,78.104286,,,,223,74.62358073,0.276421271,,,,,,,,,,,
41654,79.074287,78.808571,79.622856,73.819427,97909700,80.028572,,,,224,76.20638816,-0.713529157,,,,,,,,,,,
41655,79.271431,78.811432,79.178574,73.407501,57319500,79.550003,,,,225,75.1625519,-0.066840896,,,,,,,,,,,
41656,78.78286,77.128571,77.238571,71.608925,106684900,78.867142,,,,226,76.35566729,-0.288521294,,,,,,,,,,,
41660,77.284286,77.202858,78.438568,72.721451,82131700,78.581429,,,,227,76.13988658,0.035826424,,,,,,,,,,,
41661,78.701431,78.258568,78.78714,73.044617,94996300,79.612854,,,,228,76.73687834,-0.879738338,,,,,,,,,,,
41662,78.562859,77.830002,79.454285,73.663139,100809800,79.5,,,,229,76.63229601,0.403416988,,,,,,,,,,,
41663,79.14286,77.821426,78.010002,72.324127,107338700,79.374283,,,,230,75.3774266,-0.017425602,,,,,,,,,,,
41666,78.581429,77.964287,78.64286,72.910835,138719700,79.257141,,,,231,75.32839986,0.027313144,,,,,,,,,,,
41667,72.68,71.724289,72.35714,67.083275,266380800,73.571426,,,,232,75.23717824,-0.265750235,,,,,,,,,,,
41668,71.992859,71.23143,71.535713,66.321724,125702500,72.48143,,,,233,75.45525324,-0.19525124,,,,,,,,,,,
41669,71.791428,70.957146,71.397141,66.19326,169625400,72.35714,,,,234,75.47002502,0.085691982,,,,,,,,,,,
41670,70.739998,70.507141,71.514282,66.301849,116199300,71.647141,,,,235,75.09906316,-0.119060164,,,,,,,,,,,
41673,71.80143,71.328575,71.647141,66.425018,100366000,72.53286,,,,236,74.17298928,0.568442722,,,,,,,,,,,
41674,72.264282,71.822861,72.684288,67.386581,94170300,72.779999,,,,237,74.53874277,-0.091598769,,,,,,,,,,,
41675,72.365715,72.321426,73.227142,67.889877,82086200,73.611427,,,,238,74.72325534,-0.198971344,,,,,,,,,,,
41676,72.865715,72.544289,73.215714,68.285576,64441300,73.35714,,,,239,74.44288208,0.402828924,,,,,,,,,,,
41677,74.482857,73.91143,74.239998,69.240891,92570100,74.704285,,,,240,74.52840784,0.078732165,,,,,,,,,,,
41680,74.094284,74,75.57,70.481323,86389800,75.998573,,,,241,75.61755108,-0.006124079,,,,,,,,,,,
41681,75.80143,75.64286,76.565712,71.410004,70564200,76.821426,,,,242,75.57077498,0.013507025,,,,,,,,,,,
41682,76.707146,76.177139,76.559998,71.404671,77025200,77.080002,,,,243,74.98830546,0.324553538,,,,,,,,,,,
41683,76.379997,76.314285,77.775711,72.538506,76849500,77.835716,,,,244,74.48738148,0.281188517,,,,,,,,,,,
41684,77.495712,77.315712,77.71286,72.479904,68231100,77.997147,,,,245,74.20619375,0.139517251,,,,,,,,,,,
41688,78,77.944283,77.998573,72.746391,65062900,78.741432,,,,246,74.80920381,-0.35063181,,,,,,,,,,,
41689,77.821426,76.335716,76.767143,71.597878,78442000,78.127144,,,,247,74.55476624,0.039517758,,,,,,,,,,,
41690,76.141426,75.571426,75.878571,70.769112,76464500,76.714287,,,,248,74.97956866,0.144714337,,,,,,,,,,,
41691,76.112854,74.942856,75.035713,69.983017,69696200,76.367142,,,,249,76.34881634,0.242614659,,,,,,,,,,,
41694,74.735718,74.631432,75.364288,70.289467,72227400,75.702858,,,,250,78.22396175,-0.223961745,,,,,,,,,,,
41695,75.625717,74.428574,74.580002,69.558014,57988000,75.652855,,,,251,79.68397563,0.077453368,,,,,,,,,,,
41696,74.80143,73.657143,73.907143,68.93045,69054300,75,,,,252,80.0679934,0.550574599,,,,,,,,,,,
41697,73.877144,73.721428,75.381432,70.305466,75470500,75.540001,,,,253,81.24636116,-0.334931162,,,,,,,,,,,
41698,75.582855,74.58857,75.177139,70.114929,92992200,76.10714,,,,254,81.51713435,-0.20427535,,,,,,,,,,,
41701,74.774284,74.687141,75.394287,70.317451,59695300,75.807144,,,,255,82.29949457,-0.136637572,,,,,,,,,,,
41702,75.85714,75.395714,75.891426,70.78112,64785000,76.091431,,,,256,81.05575788,-0.091470881,,,,,,,,,,,
41703,75.845711,75.589996,76.05143,70.930351,50015700,76.39286,,,,257,81.15018433,0.218383669,,,,,,,,,,,
41704,76.112854,75.442856,75.821426,70.715843,46372200,76.348572,,,,258,81.23318337,-0.107466365,,,,,,,,,,,
41705,75.870003,75.150002,75.777145,70.674538,55182400,75.997147,,,,259,81.32429594,0.242850062,,,,,,,,,,,
41708,75.480003,75.477142,75.845711,70.73848,44646000,76.190002,,,,260,80.63035698,0.132499022,,,,,,,,,,,
41709,76.492859,76.084282,76.584282,71.427307,69806100,76.96286,,,,261,80.50110408,-0.089674076,,,,,,,,,,,
41710,76.358574,76,76.658569,71.496605,49831600,76.764282,,,,262,79.94637169,0.430772309,,,,,,,,,,,
41711,76.777145,75.594284,75.807144,70.702507,64435700,77.094284,,,,263,79.76998367,0.150014328,,,,,,,,,,,
41712,75.541428,74.714287,74.955711,69.908417,59299800,75.841431,,,,264,80.00113701,-1.222565008,,,,,,,,,,,
41715,75.385712,75.121429,75.248573,70.181564,49886200,75.709999,,,,265,78.73767684,-0.166250842,,,,,,,,,,,
41716,75.128571,75.028572,75.914284,70.802422,52411800,75.995712,,,,266,78.93942162,-0.137991619,,,,,,,,,,,
41717,76.03714,75.571426,75.894287,70.783783,56189000,76.605713,,,,267,82.36581316,-0.834388156,,,,,,,,,,,
41718,75.69857,75.335716,75.528572,70.442688,52099600,76.095711,,,,268,81.64005849,0.05708551,,,,,,,,,,,
41719,75.989998,75.190002,76.124283,70.998283,93511600,76.25,,,,269,81.28117641,0.075963587,,,,,,,,,,,
41722,76.917145,76.437141,77.027145,71.840363,88925200,77.214287,,,,270,80.72595996,-0.09596296,,,,,,,,,,,
41723,77.35714,77.084282,77.855713,72.613129,70573300,77.964287,,,,271,79.97462531,0.038230689,,,,,,,,,,,
41724,78.074287,76.980003,77.111427,71.918976,74942000,78.428574,,,,272,80.1974428,-0.014588802,,,,,,,,,,,
41725,77.145714,76.445717,76.779999,71.609863,55507900,77.35714,,,,273,79.65873519,-0.083021193,,,,,,,,,,,
41726,76.902855,76.321426,76.694283,71.529915,50141000,76.991432,,,,274,78.9820347,0.117963297,,,,,,,,,,,
41729,77.03286,76.561432,76.677139,71.513916,42167300,77.258568,,,,275,78.22247772,-0.108189724,,,,,,,,,,,
41730,76.822861,76.681427,77.378571,72.168106,50190000,77.410004,,,,276,78.11179129,-0.117505289,,,,,,,,,,,
41731,77.482857,77.18,77.507141,72.28804,45105200,77.639999,,,,277,77.8214859,0.115655102,,,,,,,,,,,
41732,77.341431,76.805717,76.970001,71.787064,40586000,77.5,,,,278,78.05944733,0.06340867,,,,,,,,,,,
41733,77.115715,75.797142,75.974289,70.858406,68812800,77.14286,,,,279,77.30176552,-0.044624519,,,,,,,,,,,
41736,75.431427,74.555717,74.781425,69.745888,72462600,75.842857,,,,280,76.8362773,0.663722701,,,,,,,,,,,
41737,75.027145,74.099998,74.777145,69.741867,60972100,75.160004,,,,281,78.2285699,-0.124283901,,,,,,,,,,,
41738,74.662857,74.574287,75.760002,70.658554,51542400,75.784286,,,,282,80.14726431,-0.118692308,,,,,,,,,,,
41739,75.811432,74.738571,74.78286,69.747208,59913000,76.034286,,,,283,79.72036268,-0.17035968,,,,,,,,,,,
41740,74.14286,73.877144,74.230003,69.231575,67929400,74.690002,,,,284,78.91209121,-0.044949213,,,,,,,,,,,
41743,74.557144,73.887146,74.525711,69.50737,51418500,74.594284,,,,285,78.61878191,-0.037352914,,,,,,,,,,,
41744,74.324287,73.047142,73.994286,69.011726,66622500,74.519997,,,,286,79.49501707,0.117836931,,,,,,,,,,,
41745,74.007141,73.44857,74.144287,69.151627,53691400,74.441429,,,,287,80.06051771,-0.560517707,,,,,,,,,,,
41746,74.285713,74.171425,74.991432,69.941727,71083600,75.394287,,,,288,79.45963814,-0.085355135,,,,,,,,,,,
41750,75.048569,74.851425,75.881432,70.771805,45637200,76.019997,,,,289,79.6814286,-0.424287603,,,,,,,,,,,
41751,75.472855,75.214287,75.957146,70.842415,50640800,75.975716,,,,290,74.33995656,-0.768530561,,,,,,,,,,,
41752,75.580002,74.921425,74.964287,69.916405,98735000,75.875717,,,,291,72.65087341,-0.169443413,,,,,,,,,,,
41753,81.172859,80.104286,81.110001,75.648293,189977900,81.428574,,,,292,72.779243,-0.422103001,,,,,,,,,,,
41754,80.647141,80.565712,81.705711,76.203888,97568800,81.71286,,,,293,72.01964796,-0.372506959,,,,,,,,,,,
41757,81.828575,81.792854,84.870003,79.155083,167371400,85.10714,,,,294,72.4254618,0.107398197,,,,,,,,,,,
41758,84.82,84.215714,84.618568,78.920586,84344400,85.139999,,,,295,73.25055664,-0.470557637,,,,,,,,,,,
41759,84.662857,84.257141,84.298569,78.622139,114160200,85.632858,,,,296,73.45558863,0.155838375,,,,,,,,,,,
41760,84.571426,83.765717,84.497147,78.807358,61012000,84.971428,,,,297,73.53920447,-0.182064474,,,,,,,,,,,
41761,84.620003,84.244286,84.654289,78.953911,47878600,84.885712,,,,298,75.00407742,-0.29979242,,,,,,,,,,,
41764,84.305717,84.285713,85.851425,80.07045,71766800,85.85714,,,,299,75.625285,0.373287999,,,,,,,,,,,
41765,85.971428,84.915718,84.915718,79.197746,93641100,86.344284,,,,300,76.7716357,0.049790304,,,,,,,,,,,
41766,85.035713,83.961426,84.618568,78.920586,70716100,85.327141,,,,301,77.20896401,-0.128962006,,,,,,,,,,,
41767,84.035713,83.771431,83.998573,78.779922,57574300,84.915718,,,,302,77.8064488,0.029267196,,,,,,,,,,,
41768,83.505714,82.904289,83.648575,78.451675,72899400,83.75,,,,303,78.08788325,-0.090736251,,,,,,,,,,,
41771,83.927139,83.914284,84.690002,79.428383,53302200,84.808571,,,,304,78.38292835,0.358503645,,,,,,,,,,,
41772,84.571426,84.385712,84.822861,79.552994,39934300,84.934288,,,,305,78.03761851,0.08952549,,,,,,,,,,,
41773,84.632858,84.534286,84.83857,79.567726,41601000,85.342857,,,,306,76.57517493,0.139112074,,,,,,,,,,,
41774,84.957146,84.005714,84.117142,78.891113,57711500,85.228569,,,,307,76.14114901,0.225992987,,,,,,,,,,,
41775,84.089996,83.628571,85.358574,80.055435,69064100,85.361427,,,,308,75.60503074,0.097827264,,,,,,,,,,,
41778,85.407143,85.332855,86.370003,81.004021,79438800,86.761429,,,,309,75.61617652,0.036678481,,,,,,,,,,,
41779,86.358574,85.818573,86.387146,81.020103,58709000,86.628571,,,,310,74.94119229,0.058807706,,,,,,,,,,,
41780,86.261429,86.008568,86.615715,81.234459,49214900,86.671425,,,,311,75.39800512,0.141995878,,,,,,,,,,,
41781,86.657143,86.300003,86.752853,81.363091,50190000,87.121429,,,,312,76.16442964,-0.057289644,,,,,,,,,,,
41782,86.75,86.638573,87.732857,82.282211,58052400,87.818573,,,,313,75.56350872,0.243635277,,,,,,,,,,,
41786,87.982857,87.947144,89.375717,83.82299,87216500,89.408569,,,,314,76.40183268,-0.310401682,,,,,,,,,,,
41787,89.431427,89.111427,89.144287,83.605942,78870400,89.975716,,,,315,76.35295315,0.039906848,,,,,,,,,,,
41788,89.692856,89.681427,90.76857,85.129318,94118500,90.98143,,,,316,76.39443663,-0.04586463,,,,,,,,,,,
41789,91.139999,89.842857,90.428574,84.810448,141005200,92.024284,,,,317,76.36053263,-0.363385635,,,,,,,,,,,
41792,90.565712,88.928574,89.807144,84.227615,92337700,90.690002,,,,318,75.98214121,0.207860788,,,,,,,,,,,
41793,89.779999,89.75,91.077141,85.418724,73177300,91.248573,,,,319,77.09976772,-0.136907716,,,,,,,,,,,
41794,91.062859,90.872856,92.117142,86.394096,83870500,92.555717,,,,320,76.97658772,-0.212305723,,,,,,,,,,,
41795,92.314285,91.80143,92.478569,86.733063,75951400,92.767143,,,,321,76.87615671,0.218127292,,,,,,,,,,,
41796,92.842857,92.067146,92.224289,86.494591,87484600,93.03714,,,,322,75.74970964,0.091721356,,,,,,,,,,,
41799,92.699997,91.75,93.699997,87.878624,75415000,93.879997,,,,323,75.66046409,0.049534907,,,,,,,,,,,
41800,94.730003,93.57,94.25,88.394432,62777000,95.050003,,,,324,76.01134774,-0.015635739,,,,,,,,,,,
41801,94.129997,93.470001,93.860001,88.028679,45681000,94.760002,,,,325,76.42153581,0.184177189,,,,,,,,,,,
41802,94.040001,91.900002,92.290001,86.556221,54749000,94.120003,,,,326,76.0023052,0.0934058,,,,,,,,,,,
41803,92.199997,90.879997,91.279999,85.608955,54525000,92.440002,,,,327,76.90906362,-0.659063619,,,,,,,,,,,
41806,91.510002,91.449997,92.199997,86.471817,35561000,92.75,,,,328,77.68966976,-0.475382757,,,,,,,,,,,
41807,92.309998,91.800003,92.080002,86.359276,29726000,92.699997,,,,329,78.22676555,-0.262478553,,,,,,,,,,,
41808,92.269997,91.349998,92.18,86.453049,33514000,92.290001,,,,330,78.23016652,0.19840748,,,,,,,,,,,
41809,92.290001,91.339996,91.860001,86.152931,35528000,92.300003,,,,331,77.46487205,-0.10773205,,,,,,,,,,,
41810,91.849998,90.900002,90.910004,85.261963,100898000,92.550003,,,,332,77.25898205,-0.267550052,,,,,,,,,,,
41813,91.32,90.599998,90.830002,85.186913,43694000,91.620003,,,,333,77.20310645,0.055461553,,,,,,,,,,,
41814,90.75,90.190002,90.279999,84.671097,39036000,91.739998,,,,334,77.56844758,-0.158443584,,,,,,,,,,,
41815,90.209999,89.650002,90.360001,84.746132,36869000,90.699997,,,,335,77.88489401,-0.244895012,,,,,,,,,,,
41816,90.370003,89.800003,90.900002,85.252579,32629000,91.050003,,,,336,77.51828202,-0.018282024,,,,,,,,,,,
41817,90.82,90.769997,91.980003,86.265488,64029000,92,,,,337,77.18830368,-0.045443676,,,,,,,,,,,
41820,92.099998,92.089996,92.93,87.156464,49482300,93.730003,,,,338,75.70935823,0.133498769,,,,,,,,,,,
41821,93.519997,93.129997,93.519997,87.709793,38223000,94.07,,,,339,75.53498237,-0.374978371,,,,,,,,,,,
41822,93.870003,93.089996,93.480003,87.672295,28465000,94.059998,,,,340,75.77198086,0.012305145,,,,,,,,,,,
41823,93.669998,93.199997,94.029999,88.188118,22891800,94.099998,,,,341,75.8215362,0.212749798,,,,,,,,,,,
41827,94.139999,94.099998,95.970001,90.007599,56468000,95.989998,,,,342,74.69643344,-0.006431443,,,,,,,,,,,
41828,96.269997,93.919998,95.349998,89.426109,65222000,96.800003,,,,343,75.07500868,-0.480724675,,,,,,,,,,,
41829,95.440002,94.760002,95.389999,89.463623,36436000,95.949997,,,,344,74.93203649,-0.412039493,,,,,,,,,,,
41830,93.760002,93.519997,95.040001,89.135361,39686000,95.550003,,,,345,74.61661343,-0.175184431,,,,,,,,,,,
41831,95.360001,94.860001,95.220001,89.304184,34018000,95.889999,,,,346,75.24794931,0.146337693,,,,,,,,,,,
41834,95.860001,95.650002,96.449997,90.457764,42810000,96.889999,,,,347,75.98697213,0.033024871,,,,,,,,,,,
41835,96.800003,95.029999,95.32,89.39798,45477900,96.849998,,,,348,76.2202154,-0.244499397,,,,,,,,,,,
41836,96.970001,94.739998,94.779999,88.891518,53396300,97.099998,,,,349,75.97750307,-0.101786072,,,,,,,,,,,
41837,95.029999,92.57,93.089996,87.306511,57298000,95.279999,,,,350,82.68426269,-1.255688688,,,,,,,,,,,
41838,93.620003,93.019997,94.43,88.563271,49988000,94.739998,,,,351,82.05519768,-0.342337681,,,,,,,,,,,
41841,94.989998,93.720001,93.940002,88.103722,39079000,95,,,,352,85.04480033,0.062339666,,,,,,,,,,,
41842,94.68,94.120003,94.720001,88.835258,55197000,94.889999,,,,353,85.47478771,-0.334788709,,,,,,,,,,,
41843,95.419998,95.169998,97.190002,91.151794,92918000,97.879997,,,,354,85.31053565,0.322322353,,,,,,,,,,,
41844,97.040001,96.419998,97.029999,91.001747,45729000,97.32,,,,355,85.24739235,-0.275964345,,,,,,,,,,,
41845,96.849998,96.639999,97.669998,91.601959,43469000,97.839996,,,,356,85.14635372,-0.260641721,,,,,,,,,,,
41848,97.82,97.550003,99.019997,92.868095,55318000,99.239998,,,,357,85.91693786,-0.059797859,,,,,,,,,,,
41849,99.330002,98.25,98.379997,92.267853,43143000,99.440002,,,,358,86.24966788,0.094616123,,,,,,,,,,,
41850,98.440002,97.669998,98.150002,92.052155,33010000,98.699997,,,,359,85.62916053,-0.302019534,,,,,,,,,,,
41851,97.160004,95.330002,95.599998,89.660568,56843000,97.449997,,,,360,84.47620698,0.439511018,,,,,,,,,,,
41852,94.900002,94.809998,96.129997,90.157654,48511000,96.620003,,,,361,84.27875924,-0.528759242,,,,,,,,,,,
41855,96.370003,95.169998,95.589996,89.651199,39958000,96.580002,,,,362,84.82151501,-0.012944008,,,,,,,,,,,
41856,95.360001,94.360001,95.120003,89.210396,55933000,95.68,,,,363,85.09096321,-0.156675205,,,,,,,,,,,
41857,94.75,94.709999,94.959999,89.060326,38558000,95.480003,,,,364,85.1010305,0.241826499,,,,,,,,,,,
41858,94.93,94.099998,94.480003,89.050911,46711000,95.949997,,,,365,85.08323348,0.145335522,,,,,,,,,,,
41859,94.260002,93.279999,94.739998,89.295982,41865000,94.82,,,,366,85.59474941,-0.233322412,,,,,,,,,,,
41862,95.269997,94.839996,95.989998,90.474129,36585000,96.080002,,,,367,86.63434549,0.127083512,,,,,,,,,,,
41863,96.040001,95.610001,95.970001,90.455307,33795000,96.879997,,,,368,86.97290029,-0.344329295,,,,,,,,,,,
41864,96.150002,96.040001,97.239998,91.652313,31916000,97.239998,,,,369,86.94942067,-0.277995669,,,,,,,,,,,
41865,97.330002,96.800003,97.5,91.897377,28116000,97.57,,,,370,87.20826587,-0.086836866,,,,,,,,,,,
41866,97.900002,96.860001,97.980003,92.349785,48951000,98.190002,,,,371,87.88912395,-0.070550947,,,,,,,,,,,
41869,98.489998,97.980003,99.160004,93.461998,47572000,99.370003,,,,372,89.56899101,-0.160422013,,,,,,,,,,,
41870,99.410004,99.32,100.529999,94.753258,69399000,100.68,,,,373,89.89269666,0.083019343,,,,,,,,,,,
41871,100.440002,99.949997,100.57,94.79097,52699000,101.089996,,,,374,91.10047034,-0.11904034,,,,,,,,,,,
41872,100.57,100.110001,100.580002,94.800385,33478000,100.940002,,,,375,92.02316755,0.001116449,,,,,,,,,,,
41873,100.290001,100.190002,101.32,95.497864,44184000,101.470001,,,,376,91.24385973,-0.553857729,,,,,,,,,,,
41876,101.790001,101.279999,101.540001,95.705238,40270000,102.169998,,,,377,91.23067067,0.017902335,,,,,,,,,,,
41877,101.419998,100.860001,100.889999,95.092583,33152000,101.5,,,,378,92.47037828,0.08533872,,,,,,,,,,,
41878,101.019997,100.699997,102.129997,96.26133,52369000,102.57,,,,379,93.16843784,-0.401294838,,,,,,,,,,,
41879,101.589996,101.559998,102.25,96.37442,68460000,102.779999,,,,380,93.30925629,-0.272116291,,,,,,,,,,,
41880,102.860001,102.199997,102.5,96.610054,44595000,102.900002,,,,381,94.2977795,-0.417782503,,,,,,,,,,,
41884,103.059998,102.720001,103.300003,97.364105,53564000,103.739998,,,,382,95.29624072,-0.246237725,,,,,,,,,,,
41885,103.099998,98.580002,98.940002,93.254631,125421000,103.199997,,,,383,94.56607699,0.193925012,,,,,,,,,,,
41886,98.849998,97.790001,98.120003,92.481743,85718000,100.089996,,,,384,94.00144186,0.118561141,,,,,,,,,,,
41887,98.800003,98.309998,98.970001,93.282898,58457000,99.389999,,,,385,92.44943361,-0.009431612,,,,,,,,,,,
41890,99.300003,98.050003,98.360001,92.707954,46356700,99.309998,,,,386,92.34195522,0.40804478,,,,,,,,,,,
41891,99.080002,96.139999,97.989998,92.359222,189846300,103.080002,,,,387,92.62116709,0.078829908,,,,,,,,,,,
